location,gender,city,text,klout,latitude,longitude,date,followers,image,sreen_name,sentiment,TuesdayTemp,WednesdayTemp,ThursdayTemp,FridayTemp
"Conway, SC",mostly_male,Conway,Yu Darvish still has my love no homo that dude can throw,40,33.79546596,-79.01370798,"Wed, 03 Apr 2013 12:53:34 +0000",174,http://a0.twimg.com/profile_images/3438598663/cf6bc84a28a8d3256a42375be90615cc_normal.jpeg,BigTexRyanCox,4,55.7,52.5,49.9,48.4
"Texas, US",female,Texas,Good morning! #WednesdayWave @suttygal @VABeachJudy @pastelpastel @AnneMarieFOD @muldur @pocoelsy1 @HanneDenmark @AnnieDAFG,53,33.15357327,-97.72139311,"Wed, 03 Apr 2013 12:53:34 +0000",359,http://a0.twimg.com/profile_images/3470018428/ae99cf8392578f8b6673bc27846f86cf_normal.jpeg,LSCtheliverlady,8,60.1,46.8,42.7,42.4
"Gettysburg, PA",male,Gettysburg,"@mcknightlm yes, I'm looking forward to the triple h match somebody going to get hurt in that match.",43,39.8342769,-77.22774195,"Wed, 03 Apr 2013 12:53:34 +0000",50,http://a0.twimg.com/profile_images/2844164579/a3744dd3eed1c1b7f74be4a94df8fd4a_normal.jpeg,orndorff_kevin,-3,34,33.3,34.6,41
"Minnetonka, MN",,Minnetonka,So it's an 80's music kind of a day,34,44.89397789,-93.40801637,"Wed, 03 Apr 2013 12:53:34 +0000",62,http://a0.twimg.com/profile_images/3431172103/288f554dad6ce62e84b6eb87d4b63987_normal.jpeg,Ginger_Swag303,3,27.8,33.4,43.8,34.2
"Ohio, US",,Ohio,Dillards shirt thooo &gt;&gt;&gt; http://t.co/DX31pPIBcQ,43,40.7694418,-81.463285,"Wed, 03 Apr 2013 12:53:34 +0000",457,http://a0.twimg.com/profile_images/3331756196/1724eb50f525dc8d63baa57ceba13abe_normal.jpeg,insanleyemily,0,31.4,32.5,34.5,40.6
"Franklin, VA",,Franklin,Ion feel like cooking,40,36.68901385,-76.93697993,"Wed, 03 Apr 2013 12:53:34 +0000",321,http://a0.twimg.com/profile_images/3124622102/2054471b8fb0661c7d17dc72f890b954_normal.jpeg,Beautiful__Muah,0,52.1,46.5,44.4,42
"Nashville, TN",female,Nashville,I'm so angry I swear I hate you,29,36.06358042,-86.74465792,"Wed, 03 Apr 2013 12:53:34 +0000",123,http://a0.twimg.com/profile_images/3464104471/8a97f77b71514ff38dac5c0dc6a24ba7_normal.jpeg,_AustinCarlile1,-5,45.3,45.3,46.3,46.3
"7-Eleven, Orlando",,7-Eleven,"I'm at @7Eleven (Orlando, FL) http://t.co/dRNQvGnqq4",,28.5534,-81.37715,"Wed, 03 Apr 2013 12:53:34 +0000",451,http://a0.twimg.com/profile_images/3173229385/3164525ea1914b35f6c4e801d0f56187_normal.jpeg,AngieFThomas,,72.5,71.5,70.8,67.8
"Milledgeville, GA",unisex,Milledgeville,"I can't live without you, I can't live without you babyyyy",,33.08219744,-83.23062103,"Wed, 03 Apr 2013 12:53:35 +0000",475,http://a0.twimg.com/profile_images/3454015048/8026275f0068d57f6113f88dde823673_normal.jpeg,5jordan_camp,0,59.1,57.8,49.3,43.8
"La Crosse, WI",female,La Crosse,This paper better come easy to me.#Procrastination,38,43.8178804,-91.2413747,"Wed, 03 Apr 2013 12:53:35 +0000",196,http://a0.twimg.com/profile_images/2982029623/bbe4c1b097067030a2864387aedd4ea1_normal.jpeg,StephO1821,3,29.6,31.4,43.2,35.7
"New York, NY",male,New York,Make sure you take time to enjoy the moment....,,40.68276363,-73.9474803,"Wed, 03 Apr 2013 12:53:35 +0000",1807,http://a0.twimg.com/profile_images/2823810762/cf053db0f9ce15778747e395e716dca2_normal.jpeg,scottmczeal,4,38.8,39,39.2,43.8
"Toronto, Ontario",male,Toronto,"@ddlovato What makes U so beautiful, is U don't no how beautiful U are 2 me You're not tryna be perfect Nobody's perfect, but U are, 2 me &lt;3",,43.71014,-79.39774,"Wed, 03 Apr 2013 12:53:35 +0000",15,http://a0.twimg.com/profile_images/3397087654/72824d3262696f183ecfcdc02cdb69c3_normal.jpeg,mikel_paul,7,30.5,31.5,35.8,33.3
"Harrisburg, PA",,Harrisburg,Good morning,31,40.28120781,-76.91077949,"Wed, 03 Apr 2013 12:53:35 +0000",109,http://a0.twimg.com/profile_images/3458445483/6713e4bbb23a8d436d860423e18ff36a_normal.jpeg,ItsNaeR_Bitch,4,37.3,36.8,37.6,42.1
"Mississippi, US",,Mississippi,Why Throw Out Hints If You A Real One . You Would Speak Directly ! #PointBlank .,36,32.5710975,-89.8764485,"Wed, 03 Apr 2013 12:53:35 +0000",1164,http://a0.twimg.com/profile_images/3140005721/9be3b756855066f3544f50c13c1d1399_normal.jpeg,Chassyy_Mae14,0,62.7,53.9,49.3,46
"Travis Northeast, TX",female,Travis Northeast,My kids are trippin over how I'm wearing tennis today #fancy #keepitcute #lazyday,22,30.36219714,-97.64042912,"Wed, 03 Apr 2013 12:53:35 +0000",43,http://a0.twimg.com/profile_images/3212951911/5d4cbe3d375851e1bfaa36f013403058_normal.jpeg,Yvonne2886,0,69.1,56.1,49.9,47
"Florida, US",,Florida,Feeling a lot better today. _Ÿ˜Œ,50,28.0587166,-80.63810257,"Wed, 03 Apr 2013 12:53:36 +0000",2560,http://a0.twimg.com/profile_images/3459828991/2c10318d51115a92188393c770f65614_normal.jpeg,Chick_in_kicks,3,70.6,74.4,72,67.2
"Somerville, MA",female,Somerville,I absolutely love Cambridge _Ÿ’–,37,42.38705924,-71.09037875,"Wed, 03 Apr 2013 12:53:36 +0000",571,http://a0.twimg.com/profile_images/3414748137/728f9942676f834a8d8b86b778ac7a94_normal.jpeg,eduardaberry,6,38,38.6,42.5,40.6
"Garfield, NJ",female,Garfield,@Justyna_Krol #alreadydid,38,40.88601863,-74.12682909,"Wed, 03 Apr 2013 12:53:36 +0000",736,http://a0.twimg.com/profile_images/3450212913/8a8f07f136ba648efdd8d4f545497835_normal.jpeg,jmoneeeeeey,0,37.5,38.1,39.6,43.1
"Chattanooga, TN",,Chattanooga,Good Morning @mentally_crazi . Have A Good Day (:,45,35.02823889,-85.21690249,"Wed, 03 Apr 2013 12:53:36 +0000",4318,http://a0.twimg.com/profile_images/3464461491/34414c874f6c85237d538b98fd948a2b_normal.jpeg,iLikc_YouCum,4,51.3,51.2,46.9,45.2
"Saint John's University, Queens",male,Saint John's University,"I'm at St. John's University (Jamaica, NY) w/ 4 others http://t.co/Ae9H60oavo",42,40.7216647,-73.79473686,"Wed, 03 Apr 2013 12:53:36 +0000",381,http://a0.twimg.com/profile_images/2696846736/b5b4642b97d162f4ecc355100c03bdd2_normal.jpeg,AndrewWalsh_,0,38.1,38.4,39.1,41.1
"Starbucks, Toronto",male,Starbucks,"I tried, but it's standing room only, a long sloooow line, and like a sauna.... Timmy, here I come! (@ Starbucks) http://t.co/4Kg0DeGjcN",57,43.77007381,-79.18618523,"Wed, 03 Apr 2013 12:53:36 +0000",4162,http://a0.twimg.com/profile_images/3388397344/292491fbb3269c94880d5b06a54330f3_normal.png,BobRodkin,0,30.5,31.5,35.8,33.3
"Metairie, LA",,Metairie,@FleurtyWhitney It is. They fly above the storm.,44,30.00668538,-90.19324465,"Wed, 03 Apr 2013 12:53:36 +0000",295,http://a0.twimg.com/profile_images/2850907802/4475d025055cc4a11c0483228263a285_normal.jpeg,SadieTurtle,0,66.3,65.5,57.6,52.9
"Worcester, MA",,Worcester,Prime parking spot.,34,42.31470003,-71.79449927,"Wed, 03 Apr 2013 12:53:36 +0000",247,http://a0.twimg.com/profile_images/2478651420/image_normal.jpg,Ksenss,0,32.1,31.3,35.8,35.8
"Alabama, US",,Alabama,"Good moanin world,,",35,33.29077679,-85.78737531,"Wed, 03 Apr 2013 12:53:36 +0000",297,http://a0.twimg.com/profile_images/3459634846/c6ff1afc02f83ed0eaaa908f4a424050_normal.jpeg,ComeGetCrossed,5,56.4,52.7,47,44
"Columbus, OH",male,Columbus,@ciminojustin just wait till we teach her to dab.,41,39.96705879,-83.15891091,"Wed, 03 Apr 2013 12:53:36 +0000",217,http://a0.twimg.com/profile_images/3403634671/ee789f0cf697aa97453f46b67c913dfa_normal.jpeg,Baumannpete,0,33,34.1,34.5,38.4
"Baymont Inn and Suites, Houston",,Baymont Inn and Suites,"I'm at Baymont Inn &amp; Suites (Houston, TX) http://t.co/qFHTGakJ3z",,29.6500096,-95.25168523,"Wed, 03 Apr 2013 12:53:36 +0000",12,http://a0.twimg.com/profile_images/3298614565/09a2250717b2a541c61787d07a5ba0cb_normal.jpeg,MsHarleyRose,0,67.6,64,54.2,52
"Westbrook Center, CT",male,Westbrook Center,@emilylufbery I will maybe next Monday!!,27,41.27893141,-72.43710257,"Wed, 03 Apr 2013 12:53:36 +0000",145,http://a0.twimg.com/profile_images/3470789470/77d3572e7183b9622992797180204c41_normal.jpeg,DiCesBaby91,0,35.8,36.3,37.9,39.8
"Burkburnett, TX",female,Burkburnett,The guy next to me is eating rice for breakfast. Lmao,,34.0724569,-98.5670093,"Wed, 03 Apr 2013 12:53:36 +0000",273,http://a0.twimg.com/profile_images/3447806422/722f18d104a0d99db46a3b13fa9bc659_normal.jpeg,Cassss_Campos,0,51.4,42.5,41.3,42.6
"Lindenhurst, NY",,Lindenhurst,Well someone's being annoying today,33,40.6973296,-73.3650261,"Wed, 03 Apr 2013 12:53:36 +0000",253,http://a0.twimg.com/profile_images/3410481629/0f83ac760cc1dfa2d4942e0a94e8c4d4_normal.jpeg,asapdanielle,-5,38.5,38.8,38.1,40.9
"Ottawa, Ontario",,Ottawa,Done my german quiz! Now one presentation and two projects left to hand in today. Oh the end of the year! -hg,47,45.42339854,-75.68453469,"Wed, 03 Apr 2013 12:53:37 +0000",223,http://a0.twimg.com/profile_images/3157476033/0c9556edafd14c23cf9022762fcdf229_normal.jpeg,GirlGoneIntl,0,28.2,30.7,34.3,34.6
"New City, NY",,New City,"@Its_KayTayy @mayday_parade Katie, don't cry. I know you're trying your hardest. Almost as hard as we tried to WIN the contest. _Ÿ˜”_Ÿ˜”_Ÿ˜” Smdh. _Ÿ˜_",37,41.15037133,-73.96939494,"Wed, 03 Apr 2013 12:53:37 +0000",606,http://a0.twimg.com/profile_images/3394414929/f8b7c51cc1e5448d13b772d5786aa926_normal.jpeg,icecream_krone,4,36,36.6,37.8,39.4
"Hartselle, AL",male,Hartselle,@makaylaholladay Happy Birthday!!!â˜º_Ÿ_‰_Ÿ_ˆ,,34.4431826,-86.93277162,"Wed, 03 Apr 2013 12:53:37 +0000",161,http://a0.twimg.com/profile_images/3462275598/6e1391452ac28222769a267ca7a5ae08_normal.jpeg,TimmonsMadi,,51.5,45.1,44,41.5
"Columbus, OH",,Columbus,â€œ@WhiteMTVTD: @MsEsther25 keep it going lady.â€ù I will!!,31,39.95914053,-83.10893459,"Wed, 03 Apr 2013 12:53:37 +0000",144,http://a0.twimg.com/profile_images/3324147612/5df776efe92c9b464b2ae98d75b4545a_normal.jpeg,MsEsther25,0,33,34.1,34.5,38.4
"Edgewater Park, NJ",,Edgewater Park,#goodmorning,,40.04795201,-74.90985589,"Wed, 03 Apr 2013 12:53:37 +0000",8,http://a0.twimg.com/profile_images/3467896903/d25b6b0183dc99c6e518da11d9dc1fc2_normal.jpeg,jfireman901,0,39.7,39.6,40.1,41.7
"Springfield, IL",,Springfield,"I'm at Abraham Lincoln Capital Airport (SPI) - @flyspi (Springfield, IL) http://t.co/7dFFeUt0NB",12,39.8443147,-89.6721643,"Wed, 03 Apr 2013 12:53:37 +0000",9,http://a0.twimg.com/profile_images/1205155375/image_normal.jpg,zmanker,0,35.6,38.6,43.9,43.8
"Seattle, WA",,Seattle,Vintage #Kemp dunks! #Seattle #SuperSonics ~ Do the right thing #NBA! http://t.co/SH1cj8gjFh,34,47.6130285,-122.3420645,"Wed, 03 Apr 2013 12:53:37 +0000",297,http://a0.twimg.com/profile_images/2491144772/0ne898mzyrjorhibgvv2_normal.jpeg,m33gs,0,53.3,50.9,52.1,56.6
"Los Angeles, CA",male,Los Angeles,Good Morning @StephatCBS2 should I take Sepulveda SB or tough things out on the 405? #timesavertraffic #cbsla,53,34.16659651,-118.5802829,"Wed, 03 Apr 2013 12:53:37 +0000",313,http://a0.twimg.com/profile_images/3436169442/4c98b26f0015813d85d0b3dd75057efe_normal.jpeg,SGIII_,4,60.2,65.5,65.3,62.2
"Bowie, MD",male,Bowie,Persecution for righteousness sake makes so much sense bcuz it is one of the only ways the church is forced to have unity of mind...,60,38.9511695,-76.747013,"Wed, 03 Apr 2013 12:53:37 +0000",653,http://a0.twimg.com/profile_images/3400553413/e4a8fa9d3872daa48dd163275398016e_normal.jpeg,imcurtisallen,-6,40,37.2,35.5,38.9
"Crocus Restaurant, Milwaukee",male,Crocus Restaurant,Sausage Making! (@ Crocus Restaurant) http://t.co/Zx6BziQM1Y,25,42.97940481,-87.92921213,"Wed, 03 Apr 2013 12:53:37 +0000",28,http://a0.twimg.com/profile_images/3340208802/04b9d00bd329459f5e7f012c1cba37a7_normal.jpeg,jjglisch,0,32.5,33.2,39.1,44.7
"New Jersey, US",,New Jersey,Doing my best impression of a frozen yogurt machine this morning..\n\nIt's gross tweet Wednesday right?\n\nI think I'm winning..,48,40.21770238,-74.96966117,"Wed, 03 Apr 2013 12:53:37 +0000",261,http://a0.twimg.com/profile_images/3285063695/749129c65a425f5a81d0829b37c41fb8_normal.jpeg,Argus_99,5,39.1,38.8,39.6,41.7
"West Wendover, NV",male,West Wendover,Been awake for 25 hours now; been in a car for nine. #roadtrip,28,40.7405785,-114.078249,"Wed, 03 Apr 2013 12:53:37 +0000",87,http://a0.twimg.com/profile_images/1983570066/image_normal.jpg,EricNau,0,51.2,54.4,55.2,65.6
"Jackson, MI",male,Jackson,Liberals trying to dictate GOP behavior again. http://t.co/Yt6BtlI8fL,,42.237277,-84.3956815,"Wed, 03 Apr 2013 12:53:38 +0000",46,http://a0.twimg.com/profile_images/3442728542/24443eba23fd1b89444b00f53986dd53_normal.jpeg,RichardJSunkle,0,29,31,39.4,41.2
"Hazard, KY",,Hazard,@sueellenhamblin #smart lol.,43,37.28426447,-83.20952126,"Wed, 03 Apr 2013 12:53:38 +0000",833,http://a0.twimg.com/profile_images/3455134627/2657fa5b363ac9a5b87ebe18e81095b8_normal.jpeg,SeeDubYee,0,42.2,41.1,41.9,35.6
"Zeno Group, Chicago",female,Zeno Group,"I'm at Zeno Group (Chicago, Illinois) http://t.co/FKuP0iaVb7",61,41.88551531,-87.62345607,"Wed, 03 Apr 2013 12:53:38 +0000",1159,http://a0.twimg.com/profile_images/1398134820/cactwitter_normal.png,CaitCampbell,0,34.8,35.3,41.5,48.9
"Norfolk, NE",,Norfolk,I love @DaniRaeside :),41,42.0398177,-97.4183142,"Wed, 03 Apr 2013 12:53:38 +0000",245,http://a0.twimg.com/profile_images/3462996578/4e34363d8dd608df75b49bcc72d496d5_normal.jpeg,aleeyahkucera,4,34.7,42.5,46.8,43.5
"Toronto, Ontario",male,Toronto,@hn__xoxo @Zahra_Yz spelled my name wrong..,38,43.6293435,-79.2725035,"Wed, 03 Apr 2013 12:53:38 +0000",106,http://a0.twimg.com/profile_images/3068140141/e8ffd9c682d088f51d95acc36716b8aa_normal.jpeg,sandhujasmin,-4,30.5,31.5,35.8,33.3
"Pine Bush, NY",,Pine Bush,â€œ@leah_daviss: @nicolee__x0 happy birthday loveâù__Ÿ˜˜â€ù thanks babyyy_Ÿ’˜,35,41.60319957,-74.30765055,"Wed, 03 Apr 2013 12:53:38 +0000",305,http://a0.twimg.com/profile_images/3421620358/ef4335d3cb6f354983df5296e11623b9_normal.jpeg,nicolee__x0,,34.5,35.8,39.7,41.7
"Phoenix, AZ",unisex,Phoenix,Today is Gunna be a good day. Nothing will ruin it. I WILL have a good day. I WILL.,34,33.6544054,-112.1282514,"Wed, 03 Apr 2013 12:53:38 +0000",224,http://a0.twimg.com/profile_images/3435628566/999de5a6a45b651e1e33e1250ee0bbea_normal.jpeg,haannaahdoe,-1,66.9,72.2,73.4,75.1
"Houston, TX",female,Houston,"I'm wide awake, which is good â˜º ready to test &amp; get this over with!",34,29.68694873,-95.25335336,"Wed, 03 Apr 2013 12:53:38 +0000",415,http://a0.twimg.com/profile_images/3274161810/9fcec764346a72faf7bc43538968ce52_normal.jpeg,Em_Cardenas,10,67.6,63,53.6,52
"Owensboro, KY",male,Owensboro,Wouldve never imagined me here now #startedfromthebottom,38,37.74957173,-87.15012804,"Wed, 03 Apr 2013 12:53:38 +0000",206,http://a0.twimg.com/profile_images/2891236132/575974733828e16b9b03088c42222178_normal.jpeg,ewing_taylor,0,41.6,44.2,48,41.7
"Norwalk, CT",female,Norwalk,@ELPSYCHO963 GOOD MORNING LOKOOOOOOOO,51,41.0958545,-73.4268265,"Wed, 03 Apr 2013 12:53:38 +0000",548,http://a0.twimg.com/profile_images/3437491525/25ea19745fa2ce4e5916376bc669f8da_normal.jpeg,JMUGA,0,38.3,38.5,38.1,39.7
"Ozona, TX",,Ozona,these morning text &gt;&gt;&gt;&gt; _Ÿ˜ç_Ÿ˜çâù_,30,30.71290548,-101.2009551,"Wed, 03 Apr 2013 12:53:38 +0000",201,http://a0.twimg.com/profile_images/3324563705/5c38e016e976c29c6caf7b599c144344_normal.jpeg,morganrae1596,,69.2,45.6,48.7,55
"Chicago, IL",,Chicago,Good things don't last forever..but I wanna know why they don't.?? :/,43,41.97455573,-87.90832742,"Wed, 03 Apr 2013 12:53:38 +0000",652,http://a0.twimg.com/profile_images/3412463773/d1498c8b3793dbb2b7fbb290c0b497f2_normal.jpeg,KayBandss,4,34,35.1,39.1,47.3
"Naperville, IL",,Naperville,@mikayylaaa29 you mean back to seeing your best friend?!,45,41.69125491,-88.1940876,"Wed, 03 Apr 2013 12:53:39 +0000",419,http://a0.twimg.com/profile_images/3459018438/07561864270b6714c0f9f88e968df67e_normal.jpeg,courtneym3899,10,32.7,34.7,38.8,45.9
"Winter Park, FL",,Winter Park,@inthestates14 awweee you're the sweetest! love you and miss you âù_,35,28.59446818,-81.34491285,"Wed, 03 Apr 2013 12:53:39 +0000",201,http://a0.twimg.com/profile_images/3363611312/a67374b7212e1e1aef86436b77e6f14b_normal.jpeg,Andrea_Jonsson,6,72.5,71.5,70.8,67.8
"Travis Northwest, TX",female,Travis Northwest,does anyone else get calls at like 3am from some guy telling you to stay in school? cause I do.,,30.51421584,-97.88092236,"Wed, 03 Apr 2013 12:53:39 +0000",74,http://a0.twimg.com/profile_images/3263200884/9deaec16fe0788c83643b2aed4fd2d76_normal.jpeg,annagallagherr,0,68.7,53.9,48,48.7
"Manhattan, NY",mostly_male,Manhattan,Tired of hunting my own kind...,41,40.71857786,-74.01222707,"Wed, 03 Apr 2013 12:53:39 +0000",184,http://a0.twimg.com/profile_images/3428801290/2a933165637d926e6ae9b2d63b3b272b_normal.jpeg,YoungRichDanny,-4,38.8,39,39.2,43.8
"Norfolk, VA",female,Norfolk,God I love tax returns $$$$,27,36.91334501,-76.26977951,"Wed, 03 Apr 2013 12:53:39 +0000",83,http://a0.twimg.com/profile_images/2567998162/PhotoChooser-77bd7f9b-b34e-443c-8a5a-0b3dce08eea2_normal.jpg,Jessie_bean,6,52.2,49.4,46,45.1
"Corcoran, CA",,Corcoran,"Amor, veÃ± te quiero poner de perrito y dejarte las nalgas bien rojas.",40,36.0988269,-119.5700299,"Wed, 03 Apr 2013 12:53:39 +0000",525,http://a0.twimg.com/profile_images/3458763967/1d230127e283a37fe954ecb56b4f9ebd_normal.jpeg,Drop_Raawr,-6,62,63.3,62.6,66.1
"Keene, NH",,Keene,I hate this I time thing,39,42.93940907,-72.31264585,"Wed, 03 Apr 2013 12:53:39 +0000",317,http://a0.twimg.com/profile_images/3219882111/e3c2d4d81db9c039f2c66dee0c82bc8c_normal.jpeg,Mikaela_Oberlan,-7,31.5,33.3,37,39.4
"Florida, US",,Florida,Tweeting for no reason ... Lol,,28.50637019,-81.23663199,"Wed, 03 Apr 2013 12:53:39 +0000",93,http://a0.twimg.com/profile_images/3452695272/cff90005e54af2b7d3922a4a103903ef_normal.jpeg,NaterSasha,0,72.5,71.5,70.8,67.8
"Tulsa, OK",unisex,Tulsa,Nimodo a descansar  y disfrutar de la CHAMPIO,10,36.09668059,-95.82010464,"Wed, 03 Apr 2013 12:53:39 +0000",2,http://a0.twimg.com/profile_images/3148784944/44576334bd02f8b461ba5078469040ed_normal.jpeg,willycastroy,2,42,41.7,45.6,47.9
"Jacksonville, FL",,Jacksonville,Mornin (at @BrumosCollision Center) http://t.co/lLbHVrmug6,25,30.32441179,-81.53327311,"Wed, 03 Apr 2013 12:53:39 +0000",337,http://a0.twimg.com/profile_images/3102337557/92cb3ffe8b81052bc80c17067bd776c5_normal.jpeg,HyzPoloTropikal,0,66.1,64,68.1,67.1
"Inkster, MI",female,Inkster,Goodmorningggg :)  @HugeNo_Hefner,39,42.310324,-83.3313318,"Wed, 03 Apr 2013 12:53:39 +0000",1281,http://a0.twimg.com/profile_images/3458092874/890f94126b75941beae595bdf543ee54_normal.jpeg,DopeAss_Cee,3,32.1,33.7,38.2,43.7
"South Carolina, US",male,South Carolina,@ItsLamar_NoOdom 1 bro tell CD AND GREEDY,49,34.39326122,-82.69675097,"Wed, 03 Apr 2013 12:53:39 +0000",823,http://a0.twimg.com/profile_images/3400367791/855b3d6d6657aaa595389f6fecd2e809_normal.jpeg,15_AntAdger,0,60.1,57.1,48.4,42.2
"Sweet Home, AR",,Sweet Home,Litong lito na ko. -____-,14,34.6682075,-92.2479285,"Wed, 03 Apr 2013 12:53:39 +0000",144,http://a0.twimg.com/profile_images/2477705664/mpv33jjjo1c8ls9p88or_normal.jpeg,ishamezoki,,50.2,42.5,45.6,42.5
"Ohio, US",mostly_male,Ohio,@LukeDmello2189 awesome man thanks,27,42.22913325,-83.72122765,"Wed, 03 Apr 2013 12:53:39 +0000",21,http://a0.twimg.com/profile_images/3442121500/cb8f5f931615f09415c468a967ba9f95_normal.jpeg,vladdy4life,6,33.2,34.6,38.6,46.2
"Oklahoma, US",male,Oklahoma,Forever having this green paint stain on my blue jeans from State Convention.,38,36.2827388,-95.1882222,"Wed, 03 Apr 2013 12:53:39 +0000",448,http://a0.twimg.com/profile_images/3462221955/6597e8e2ebad81c44682686d3e751be1_normal.jpeg,_PaigeMurphy,1,40,40.2,44.3,47.8
"Buies Creek, NC",male,Buies Creek,@vannahhh_94 Mee tooo!,36,35.40624133,-78.7409013,"Wed, 03 Apr 2013 12:53:39 +0000",177,http://a0.twimg.com/profile_images/3092889704/81f482ef0ec1f9a4218b772ce446218b_normal.jpeg,markeyt93,0,54.4,52.6,47.3,41.3
"Edinburg, OH",,Edinburg,It's always cold in here so I have to sleep a funny way to stay warmm .,39,41.1047183,-81.125299,"Wed, 03 Apr 2013 12:53:39 +0000",139,http://a0.twimg.com/profile_images/3421290324/df3be4b3e54deaf986a9b6b2c169c7a4_normal.jpeg,Bsands97,5,30.9,31.4,32.8,37.6
"New York, US",,New York,@ravensergei well then it would be the same,47,42.746632,-75.7700405,"Wed, 03 Apr 2013 12:53:39 +0000",211,http://a0.twimg.com/profile_images/3396076887/b651ef4081b3306350b7c36bc3ff4ccd_normal.jpeg,Smurgen,4,28.3,29.4,37.3,43.4
"Louisiana, US",female,Louisiana,@DFrann what's wrong boo?,46,29.6159122,-90.4895663,"Wed, 03 Apr 2013 12:53:40 +0000",204,http://a0.twimg.com/profile_images/3470774707/0c91f7f271e285b86923698012db8e57_normal.jpeg,kaymaryhunter,-5,67.1,65.8,56.9,55.9
"Richmond, VA",,Richmond,@anniem695 which one?,,37.53391031,-77.42701483,"Wed, 03 Apr 2013 12:53:40 +0000",347,http://a0.twimg.com/profile_images/3436061019/2804d679c0335d51f41ba3e48925eab3_normal.jpeg,RVAgreenrev,0,48.5,44.5,42.2,38.5
"Pittsburgh, PA",,Pittsburgh,"This girl is talking about how her bf beat a girl up cuz some girl called him a faggot. Must be real proud, picked a real good one.",37,40.44891526,-80.01406332,"Wed, 03 Apr 2013 12:53:40 +0000",268,http://a0.twimg.com/profile_images/3324787792/bf83b8a8b93a75357b5800efda2c2a59_normal.jpeg,selblock,5,32,32,35.2,43.5
"Doral, FL",unisex,Doral,Can I burn down my whole school,36,25.79847298,-80.37639432,"Wed, 03 Apr 2013 12:53:40 +0000",487,http://a0.twimg.com/profile_images/3443895561/7f9790f017427c4ed88392976c33017b_normal.jpeg,FackItsDaniela,0,74.2,76.3,77.2,72.3
"Southeast Montgomery, TX",unisex,Southeast Montgomery,@kileybrant stab his arm,40,30.20688981,-95.47622304,"Wed, 03 Apr 2013 12:53:40 +0000",236,http://a0.twimg.com/profile_images/3398754976/4956c8cafb4b82bad55e6ddfe8bc9b22_normal.jpeg,thePatOrtiz,-4,64.5,58.9,49.4,48.1
